,hotelname,rating,reviews,star rating, location, nearest, distance nearest,price,tax,tax
2136,Aviary Hanoi Hotel & Travel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 40,,3
2137,Eliana Signature Hanoi Hotel,5.0,772.0,3.0,Hoan Kiem (Old Quarter) ,,,D 60,,14
2138,Madelise Central Hotel & Travel,4.5,45.0,4.0,Hoan Kiem (Old Quarter) ,,,D 144,,20
2139,Serene Boutique Hotel & Spa,5.0,971.0,4.0,Hoan Kiem (Old Quarter) ,,,D 37,,
2140,Viet Village Hotel & Travel,4.5,146.0,3.0,Mai Đình ,city centre ,23.4 km ,D 27,,
2141,Hanoi Bella Rosa Trendy Hotel,5.0,254.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
2142,Somerset West Lake Hanoi,4.0,173.0,4.0,Tay Ho (Westlake),,,D 42,,7
2143,Hanoi Stella Hotel,5.0,217.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,
2144,Bluebell Hotel,4.0,199.0,1.0,Hoan Kiem (Old Quarter) ,,,D 14,,
2145,Hanoi Paradise Hotel & Travel,5.0,1485.0,3.0,Hoan Kiem (Old Quarter) ,,,D 127,,31
2146,Blue Hanoi Inn City Hotel,4.5,10.0,3.0,Trung Hoà ,city centre,8.2 km ,D 9,,
2147,La Storia Ruby Hotel & Travel,5.0,812.0,3.0,Hoan Kiem (Old Quarter) ,,,D 45,,
2148,Hanoi Veris Boutique Hotel & Spa,5.0,66.0,3.0,Hoan Kiem (Old Quarter) ,,,D 77,,18
2149,Hanoi Charming House,4.5,1373.0,2.0,Hoan Kiem (Old Quarter) ,,,D 13,,
2150,Smarana Hanoi Heritage,,,4.0,Dịch Vọng Hậu ,city centre,8.4 km ,D 316,,
2151,Royal Holiday Hanoi Hotel,5.0,87.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,
2152,Victor Hotel Cau Giay,,,3.0,Quan Hoa,,,D 20,,5
2153,Blue Hanoi Inn Luxury Hotel,4.5,5.0,3.0,Ba Dinh,,,D 32,,7
2154,Essence d'Orient Hotel & Spa,5.0,796.0,3.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
2155,Hanoi Sunshine Hotel,4.5,571.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,14
2156,Rising Dragon Estate Hotel,4.5,500.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
2157,Phoenix Legend Hotel,4.5,348.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2158,Parklane Hanoi Hotel,4.5,322.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2159,Hanoi Larosa Hotel,4.5,286.0,3.0,Văn Miếu ,,,D 47,,11
2160,Icon 36 Hotel & Residence,4.5,312.0,3.0,Hoan Kiem (Old Quarter) ,,,D 50,,12
2161,Minerva Church Hotel,4.5,23.0,4.0,Hoan Kiem (Old Quarter) ,,,D 62,,15
2162,Hanoi A1 Hotel,4.5,226.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,15
2163,HAAP Transit Hotel,4.5,209.0,3.0,Mai Đình ,city centre ,23.3 km ,D 29,,7
2164,Eternity Hanoi Hotel,3.5,12.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
2165,The Light Hotel,4.5,915.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,13
2166,Hanoi Malo Boutique Hotel,4.5,159.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,15
2167,Serenity Villa Hotel,4.5,516.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,
2168,Hanoi Massive Hostel,5.0,81.0,2.0,Hoan Kiem (Old Quarter) ,,,D 10,,for
2169,Bao Son International Hotel,3.5,84.0,4.0,Ba Dinh,,,D 75,,18
2170,Muong Thanh Grand Hanoi Hotel,3.5,98.0,4.0,Đại Kim ,city centre,9.3 km ,D 45,,11
2171,Emerald Hotel Hanoi,4.5,78.0,3.0,Hai Ba Trung ,,,D 44,,10
2172,Hanoi Elpis Grand Hotel,4.5,304.0,3.0,Hoan Kiem (Old Quarter) ,,,D 21,,5
2173,Hanoi House Hostel & Travel,5.0,2156.0,2.0,Hoan Kiem (Old Quarter) ,,,D 58,,15
2174,Vong Xua Hotel,4.5,62.0,3.0,Hai Ba Trung,,,D 31,,7
2175,Hanoi La Mejor Hotel & Sky Bar,5.0,3381.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,13
2176,Ibiz City Hostel,3.5,108.0,2.0,Hoan Kiem (Old Quarter) ,,,D 14,,
2177,HANZ Kieu Anh Hotel,,,2.0,Trung Hoà ,city centre,7.7 km ,D 27,,
2178,Western Hanoi Hotel,4.0,25.0,4.0,Dịch Vọng Hậu ,city centre,7.7 km ,D 25,,6
2179,The Pearl Hotel,4.0,12.0,3.0,Ba Dinh,,,D 31,,7
2180,Riverside Hanoi Hotel,3.5,38.0,4.0,Nghĩa Đô,,,D 25,,6
2181,Maison d'Orient Hotel,4.5,495.0,2.0,Hoan Kiem (Old Quarter) ,,,D 41,,9
2182,Chikoo Homestay (spot-on),,,3.0,Ba Dinh  ,,,D 9,,2
2183,Lucky 3 Hotel & Travel,4.0,225.0,3.0,Hoan Kiem (Old Quarter) ,,,D 27,,7
2184,Mai Charming Hotel & Spa,4.5,389.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
2185,Calidas Landmark72 Royal Residence Hanoi,4.0,33.0,5.0,Mỹ Đình 1 ,city centre,8.8 km ,D 115,,27
2186,Hanoi Starlight Hotel,4.0,233.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
2187,Golden Moon Suite Hotel,5.0,481.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
2188,Hanoi Morning Hotel,4.0,181.0,3.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
2189,HANZ Hanoi De Maison Grand Hotel,4.0,134.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,7
2190,JM Marvel Hotel & Spa,5.0,1784.0,4.0,Hoan Kiem (Old Quarter) ,,,D 73,,17
2191,Fraser Residence Hanoi,5.0,35.0,5.0,Hanoi ,city centre,10.5 km ,D 78,,19
2192,Moon View Hotel,4.0,110.0,3.0,Ba Dinh  ,,,D 62,,15
2193,Kawasaki Noibai Hotel,3.0,9.0,3.0,Phú Cường ,city centre ,29.3 km ,D 20,,5
2194,Hong Ha Hotel,4.0,86.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
2195,Hanoi Boutique Hotel and Spa,5.0,235.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,14
2196,Thang Long Espana Hotel,4.0,76.0,3.0,Ba Dinh  ,,,D 63,,15
2197,Hanoi Pomihoa Hotel,4.0,71.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
2198,Hanoi Vision Boutique Hotel,4.5,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2199,Ping Hanoi Hotel,4.0,49.0,3.0,Mễ Trì ,city centre,10.1 km ,D 52,,12
2200,Hanoi Marvellous Hotel & Spa,5.0,2590.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,10
2201,La Sinfonía del Rey Hotel & Spa,5.0,1623.0,4.0,Hoan Kiem (Old Quarter) ,,,D 111,,26
2202,Hanoi E Central Hotel,5.0,1425.0,4.0,Hoan Kiem (Old Quarter) ,,,D 60,,13
2203,Bendecir Hotel & Spa,5.0,968.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,
2204,Solaria Hotel,5.0,683.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,19
2205,Tirant Hotel,5.0,987.0,4.0,Hoan Kiem (Old Quarter) ,,,D 63,,15
2206,Alisa Hotel & Spa,5.0,716.0,4.0,Hoan Kiem (Old Quarter) ,,,D 32,,8
2207,Hanoi Golden Hostel,4.5,46.0,2.0,Hoan Kiem (Old Quarter) ,,,D 17,,4
2208,Hanoi L'heritage Diamond Hotel & Spa,5.0,780.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
2209,Shining Central Hotel & Spa,5.0,473.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,
2210,Hanoi La Siesta Central Hotel & Spa,5.0,437.0,4.0,Hoan Kiem (Old Quarter) ,,,D 173,,44
2211,Anatole Hotel Hanoi,5.0,405.0,4.0,Hoan Kiem (Old Quarter) ,,,D 80,,19
2212,L’HÔTEL du LAC Hanoi,5.0,380.0,4.0,Hoan Kiem (Old Quarter) ,,,D 76,,15
2213,Hanoi Garden Hotel & Spa,5.0,378.0,4.0,Hoan Kiem (Old Quarter) ,,,D 45,,10
2214,May De Ville Legend Hotel and Spa,5.0,401.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
2215,Babylon Premium Hotel & Spa,5.0,282.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,
2216,Luxury Old Quarter Hotel & Gym,5.0,295.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,12
2217,Hanoi Allure Hotel,5.0,264.0,4.0,Hoan Kiem (Old Quarter) ,,,D 85,,20
2218,The Q Hotel Hanoi,5.0,239.0,4.0,Ba Dinh  ,,,D 208,,52
2219,Halais Hotel,4.0,7.0,4.0,Hai Ba Trung ,,,D 34,,9
2220,Lotusama Hanoi Hotel,5.0,184.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,
2221,Hanoi Discovery Hotel,4.0,174.0,2.0,Hoan Kiem (Old Quarter) ,,,D 15,,4
2222,A25 Hotel - 23 Quan Thanh,3.5,98.0,4.0,Ba Dinh  ,,,D 30,,7
2223,Impressive Boutique Hotel,4.5,70.0,2.0,Hoan Kiem (Old Quarter) ,,,D 21,,5
2224,Nesta Boutique Hotel Ha Noi,5.0,110.0,4.0,Hai Ba Trung ,,,D 33,,7
2225,Milton Boutique Hostel,4.0,189.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,
2226,Hoa Binh Hotel,3.5,148.0,3.0,Hoan Kiem (Old Quarter) ,,,D 57,,13
2227,Atrium Hanoi Hotel,3.5,157.0,3.0,Hoan Kiem (Old Quarter) ,,,D 58,,14
2228,Maya Boutique Hotel & Spa,5.0,88.0,4.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
2229,Hanoi Central Backpackers Hostel,4.5,388.0,,Hoan Kiem (Old Quarter) ,,,D 10,,for
2230,HANOI FLORA HOTEL,,,4.0,Hoan Kiem (Old Quarter) ,,,D 38,,
2231,Hanoi Buffalo Hostel,5.0,133.0,,Hoan Kiem (Old Quarter) ,,,D 12,,for
2232,Midori Boutique Hotel,5.0,62.0,4.0,Hai Ba Trung ,,,D 60,,
2233,Peridot Grand Luxury Boutique Hotel,5.0,1011.0,5.0,Hoan Kiem (Old Quarter) ,,,D 133,,30
2234,Commencer Hotel,5.0,59.0,4.0,Hoan Kiem (Old Quarter) ,,,D 71,,
2235,Hanoi Traveller House,4.5,315.0,,Hoan Kiem (Old Quarter) ,,,D 32,,
2236,Millan Home,4.5,18.0,3.0,Ba Dinh  ,,,D 26,,6
2237,Sunny 3 Hotel Hanoi,3.5,48.0,3.0,Cat Linh ,,,D 33,,7
2238,Classic Street Hotel,4.5,534.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,
2239,Family Transit 2 Hotel,4.0,58.0,2.0,Phú Cường ,city centre ,27.4 km ,D 12,,3
2240,Sunline Hotel,4.5,377.0,4.0,Hoan Kiem (Old Quarter) ,,,D 49,,12
2241,Gallant Hotel,4.5,16.0,3.0,Hai Ba Trung ,,,D 62,,14
2242,Oriental Palace,4.0,8.0,3.0,Tay Ho (Westlake) ,,,D 27,,6
2243,Melia Ba Vi Mountain Retreat,4.5,334.0,4.0,Ba Vi ,city centre,67.7 km ,D 165,,
2244,Hanoi Rosaliza Hotel,4.5,327.0,4.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2245,Ficus Suites,4.5,10.0,4.0,Hoan Kiem (Old Quarter) ,,,D 35,,
2246,Golden Time Hostel,4.5,262.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
2247,La Passion Hanoi Hotel & Spa,4.5,72.0,4.0,Hoan Kiem (Old Quarter) ,,,D 68,,
2248,Sen Luxury Hotel,4.5,70.0,4.0,Quan Hoa ,city centre ,6.3 km ,D 34,,8
2249,Blue Hanoi Hotel,5.0,12.0,3.0,Hai Ba Trung ,,,D 30,,7
2250,Grandiose Hotel & Spa,4.5,64.0,4.0,Ba Dinh  ,,,D 58,,13
2251,Marigold Hotel Hanoi,,,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2252,Little Charm Hanoi Hostel,5.0,508.0,3.0,Hoan Kiem (Old Quarter) ,,,D 21,,5
2253,Hotel Kuretakeso Tho Nhuom 84,4.5,54.0,4.0,Hoan Kiem (Old Quarter) ,,,D 51,,12
2254,Zody House,5.0,11.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2255,GRAND HOTEL du LAC Hanoi,,,5.0,Hoan Kiem (Old Quarter) ,,,D 139,,19
2256,Hanoi La Selva Hotel,5.0,2269.0,3.0,Hoan Kiem (Old Quarter) ,,,D 47,,
2257,Golden Sun Hotel,5.0,1567.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
2258,Hanoi EcoStay 1 hostel,4.5,27.0,2.0,Hoan Kiem (Old Quarter) ,,,D 10,,for
2259,Hanoi Trendy Hotel & Spa,5.0,1447.0,3.0,Hoan Kiem (Old Quarter) ,,,D 50,,12
2260,Hanoi Bonsella Hotel,5.0,1205.0,3.0,Hoan Kiem (Old Quarter) ,,,D 60,,14
2261,Splendora Hotel,5.0,1052.0,3.0,Hoan Kiem (Old Quarter) ,,,D 48,,
2262,Mercury Central Hotel Hanoi,5.0,1086.0,3.0,Hoan Kiem (Old Quarter) ,,,D 54,,
2263,Golden Legend Diamond Hotel,5.0,1076.0,3.0,Hoan Kiem (Old Quarter) ,,,D 51,,
2264,Old Quarter View Hanoi Hostel,5.0,818.0,3.0,Hoan Kiem (Old Quarter) ,,,D 20,,for
2265,Hanoi La Castela Hotel,5.0,733.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,9
2266,San Boutique Hotel,5.0,643.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,
2267,Sap Hotel By Connek,5.0,696.0,3.0,Hoan Kiem (Old Quarter) ,,,D 46,,11
2268,Sense Central Hanoi Hotel,4.5,45.0,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,
2269,Hanoi Bella Rosa Suite Hotel & Spa,5.0,579.0,3.0,Hoan Kiem (Old Quarter) ,,,D 44,,
2270,Hanoi Bella Rosa Hotel & Spa,5.0,602.0,3.0,Hoan Kiem (Old Quarter) ,,,D 35,,
2271,HOTEL DE L OPERA HANOI,4.5,2060.0,5.0,Hoan Kiem (Old Quarter) ,,,D 158,,
2272,Movenpick Hotel Hanoi,4.5,1732.0,5.0,Hoan Kiem (Old Quarter) ,,,D 130,,
2273,Hanoi Diamond King Hotel,5.0,480.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
2274,Hanoi Central Hotel & Residences,5.0,385.0,3.0,Hoan Kiem (Old Quarter) ,,,D 73,,
2275,Hanoi Golden Hotel,4.0,23.0,2.0,Hoan Kiem (Old Quarter) ,,,D 23,,
2276,Dream Central Hotel,5.0,363.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2277,A25 Hotel - 15 Hang Than,4.5,14.0,3.0,Ba Dinh  ,,,D 23,,5
2278,Hanoi Exclusive Hotel,5.0,257.0,3.0,Hoan Kiem (Old Quarter) ,,,D 74,,17
2279,Mercure Hanoi La Gare,4.0,1413.0,4.0,Hoan Kiem (Old Quarter) ,,,D 87,,
2280,Labevie Hotel,5.0,252.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,
2281,Sunway Hotel Hanoi,4.0,1040.0,4.0,Hai Ba Trung ,,,D 56,,13
2282,Little Hanoi Hostel,4.5,709.0,1.0,Hoan Kiem (Old Quarter) ,,,D 11,,for
2283,Church Boutique Hotel - 49 Lan Ong,5.0,200.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,13
2284,Golden Lotus Luxury Hotel,4.0,561.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
2285,Zephyr Suites Boutique Hotel,4.0,243.0,4.0,Hoan Kiem (Old Quarter) ,,,D 71,,17
2286,Hanoi Hanvet Hotel,5.0,137.0,3.0,Hoan Kiem (Old Quarter) ,,,D 41,,6
2287,Classy Boutique Hotel,5.0,136.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
2288,Hanoi Airport Suites Hostel & Travel,5.0,37.0,2.0,Mai Đình ,city centre ,23.2 km ,D 22,,for
2289,Golden Legend Palace Hotel,5.0,122.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,
2290,The Pilgrim Boutique,,,3.0,Hoan Kiem (Old Quarter) ,,,D 27,,
2291,Splendid Pearlight Hanoi,5.0,121.0,3.0,Hoan Kiem (Old Quarter) ,,,D 35,,9
2292,Babylon Grand Hotel & Spa,4.0,95.0,4.0,Ba Dinh  ,,,D 48,,11
2293,Hanoi La Cascada House & Travel,5.0,74.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,
2294,Noi Bai Airport Hotel,3.0,28.0,2.0,Phú Cường ,city centre ,30.1 km ,D 17,,4
2295,Hanoi Lakeside Premium Hotel,5.0,69.0,3.0,Hoan Kiem (Old Quarter) ,,,D 55,,14
2296,Sunny Hotel 1,3.0,22.0,3.0,Ba Dinh  ,,,D 33,,8
2297,The Queen Hotel & Spa 2,4.0,21.0,2.0,Hoan Kiem (Old Quarter) ,,,D 16,,
2298,Thang Loi Hotel,3.0,62.0,2.0,Tay Ho (Westlake) ,,,D 27,,7
2299,Fraser Suites Hanoi,5.0,387.0,,Tay Ho (Westlake) ,,,D 97,,23
2300,Home Hotel,4.5,9.0,3.0,Dịch Vọng ,city centre,7.5 km ,D 35,,8
2301,A25 Hotel - 12 Ngo Sy Lien,4.0,13.0,3.0,Văn Miếu ,,,D 32,,
2302,OYO 317 Kim Cuong Hotel 2,,,3.0,Hanoi ,city centre,6.5 km ,D 11,,3
2303,Sport Hotel,4.0,12.0,3.0,Nhân Chính ,city centre,7.3 km ,D 32,,8
2304,Hanoi Titanic Hotel,5.0,1411.0,2.0,Hoan Kiem (Old Quarter) ,,,D 41,,
2305,Holiday Suites Hotel & Spa,4.5,2111.0,3.0,Hoan Kiem (Old Quarter) ,,,D 19,,4
2306,Rendez Vous Hotel,4.5,1351.0,3.0,Hoan Kiem (Old Quarter) ,,,D 27,,6
2307,Hanoi Peridot Hotel,4.5,832.0,3.0,Hoan Kiem (Old Quarter) ,,,D 58,,14
2308,Hanoi Lotus Boutique Hotel,4.5,808.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,
2309,Hanoi Little Town Hotel,4.5,498.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
2310,Hanoi City Guest House,4.5,507.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2311,Rising Dragon Legend Hotel,4.5,409.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
2312,Eclipse Legend Hotel,4.5,388.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,10
2313,Hanoi HM Boutique Hotel,4.5,449.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
2314,Splendid Holiday Hotel,4.5,290.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,6
2315,Amorita Boutique Hotel,4.5,278.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
2316,Hanoi Central Park Hotel,4.5,238.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,4
2317,Pentstudio West Lake Hanoi,,,4.0,Tay Ho (Westlake),,,D 68,,15
2318,Queen Light Hotel,4.5,203.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,
2319,Phoenix Palace Hotel Hanoi,4.5,181.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
2320,Camellia Boutique Hotel,4.5,153.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,10
2321,Asia Guest House,4.0,242.0,1.0,Hoan Kiem (Old Quarter) ,,,D 15,,
2322,Hanoi Delight Hotel,4.5,124.0,3.0,Ba Dinh  ,,,D 28,,
2323,Nexy Hostel,4.5,383.0,2.0,Hoan Kiem (Old Quarter) ,,,D 12,,for
2324,Hanoi Hotel,3.5,171.0,4.0,Ba Dinh,,,D 63,,14
2325,Hana Stay Tran Quoc Hoan,5.0,24.0,3.0,Nghia Tan ,city centre,8.1 km ,D 26,,
2326,Lucky Budda Inn Villa,4.5,103.0,3.0,Ngọc Lâm ,city centre ,3.5 km ,D 25,,
2327,Hanoi Old Centre Hotel,5.0,87.0,2.0,Hoan Kiem (Old Quarter) ,,,D 117,,27
2328,Army Hotel,3.5,122.0,4.0,Ba Dinh  ,,,D 49,,12
2329,Gem Premier Hotel & Spa,2.5,25.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
2330,TK123 Hanoi Hotel,4.5,77.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
2331,Muong Thanh Hanoi Centre Hotel,3.5,99.0,4.0,Hoan Kiem (Old Quarter) ,,,D 56,,13
2332,A1 Hill Hanoi Hotel,4.0,8.0,3.0,Láng Thượng,,,D 24,,5
2333,Urban Alley Hotel,4.5,82.0,3.0,Hoan Kiem (Old Quarter) ,,,D 20,,4
2334,Trang Trang Premium Hotel,4.5,79.0,3.0,Hoan Kiem (Old Quarter) ,,,D 42,,10
2335,Hanoi City Backpackers Hostel,4.5,443.0,2.0,Hoan Kiem (Old Quarter) ,,,D 11,,
2336,The Pilgrim Hotel,4.5,71.0,3.0,Hoan Kiem (Old Quarter) ,,,D 29,,
2337,Ancient Lane Hotel,4.5,126.0,2.0,Hoan Kiem (Old Quarter) ,,,D 20,,
2338,CWD Hotel,3.5,11.0,3.0,Tay Ho (Westlake) ,,,D 35,,8
2339,Antique Angel Hotel,4.5,68.0,3.0,Hoan Kiem (Old Quarter) ,,,D 96,,22
2340,Luxury Airport Hotel & Travel,4.5,57.0,3.0,Mai Đình ,city centre ,22.9 km ,D 15,,
2341,BERYL CHARM HOTEL AND SPA,,,4.0,Hoan Kiem (Old Quarter) ,,,D 45,,11
2342,Luxeden Hotel,4.5,49.0,3.0,Dịch Vọng Hậu ,city centre,7.8 km ,D 38,,9
2343,Centraltique Downtown - Bespoke Colonial House Near Hoan Kiem Lake,5.0,19.0,,Hoan Kiem (Old Quarter) ,,,D 22,,
2344,Anh Duong Hotel,,,1.0,Phú Cường ,city centre ,30.0 km ,D 11,,
2345,Maro Hotel,4.5,48.0,3.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
2346,My Hotel 23,5.0,6.0,3.0,Hai Ba Trung ,,,D 19,,4
2347,FTE Ba Dinh Hotel,4.5,17.0,4.0,Ba Dinh,,,D 54,,10
2348,Dahlia Hotel Hanoi,4.5,41.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
2349,Hanoi Golden Charm Hotel,4.5,540.0,2.0,Hoan Kiem (Old Quarter) ,,,D 33,,
2350,Hanoi Pho Hotel,4.5,697.0,2.0,Hoan Kiem (Old Quarter) ,,,D 16,,
2351,Minasi HanoiOi Hotel,4.5,16.0,4.0,Hoan Kiem (Old Quarter) ,,,D 69,,
2352,TQT Hotel,4.0,21.0,4.0,Hoan Kiem (Old Quarter) ,,,D 41,,10
2353,Wyndham Sky Lake Resort and Villas,5.0,18.0,5.0,Hanoi ,city centre,37.0 km ,D 74,,20
2354,Atlanta Residences,4.5,37.0,3.0,Hai Ba Trung ,,,D 69,,
2355,Hanoi Lullaby Hotel & Travel,4.5,37.0,3.0,Hoan Kiem (Old Quarter) ,,,D 49,,
2356,Gia Thinh Hotel,4.5,274.0,2.0,Hoan Kiem (Old Quarter) ,,,D 30,,
2357,Novotel Hanoi Thai Ha,4.0,30.0,5.0,Trung Liệt,,,D 87,,21
2358,Le Petit Hanoi Hotel,3.5,14.0,2.0,Hoan Kiem (Old Quarter) ,,,D 40,,9
2359,Reyna Hotel Hanoi,4.0,5.0,3.0,Mễ Trì ,city centre,9.5 km ,D 43,,10
2360,Hanoi EcoStay 2 hostel,4.0,11.0,2.0,Hoan Kiem (Old Quarter) ,,,D 9,,for
2361,First Eden Hotel,4.0,130.0,3.0,Ba Dinh  ,,,D 25,,
2362,Hanoi Airport Hotel - Convenient & Friendly,4.5,63.0,2.0,Mai Đình ,city centre ,23.6 km ,D 20,,
2363,Paragon Resort,3.0,7.0,3.0,Hanoi ,city centre,56.1 km ,D 53,,13
2364,Lake Side Hotel,3.0,55.0,,Ba Dinh,,,D 42,,9
2365,Hanoi Ping Luxury Hotel,4.0,49.0,3.0,Mễ Trì ,city centre,9.3 km ,D 33,,
2366,North Hostel N.2,3.5,71.0,1.0,Hoan Kiem (Old Quarter) ,,,D 14,,
2367,Sakura Hotel 3,4.0,48.0,3.0,Ba Dinh  ,,,D 55,,13
2368,Mayfair Hotel & Apartment Hanoi,4.5,5.0,2.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2369,Hanoi Fantasea Hotel,3.5,42.0,,Hoan Kiem (Old Quarter) ,,,D 12,,
2370,Charming Moon Hotel,5.0,8.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,
2371,Golden Time Hostel 3,4.0,515.0,2.0,Hoan Kiem (Old Quarter) ,,,D 21,,
2372,Church Boutique Hotel Hang Ca,4.5,23.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,9
2373,NCC Garden Villas - Khu Biệt thự Trung tâm Hội nghị Quốc Gia,,,4.0,Mễ Trì ,city centre,9.3 km ,D 76,,
2374,Prince II Hotel,4.0,218.0,2.0,Hoan Kiem (Old Quarter) ,,,D 32,,7
2375,Trang Trang Boutique Hotel,4.0,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 27,,5
2376,Azumaya Hai Ba Trung 1 Hotel,4.0,30.0,3.0,Hoan Kiem (Old Quarter) ,,,D 63,,14
2377,Time Hotel,4.0,158.0,2.0,Hoan Kiem (Old Quarter) ,,,D 81,,19
2378,Reiwa Inn Apartment,,,3.0,Ba Dinh  ,,,D 72,,17
2379,Hoa Dao Hotel,,,3.0,Tay Ho (Westlake),,,D 35,,8
2380,Dragon Airport Hotel,3.5,90.0,3.0,Phú Cường ,city centre ,30.1 km ,D 14,,4
2381,V-studio Hotel Apartment 3,,,3.0,Mễ Trì ,city centre,9.9 km ,D 18,,4
2382,A25 Hotel - 19 Phan Dinh Phung,4.0,81.0,2.0,Hoan Kiem (Old Quarter) ,,,D 43,,
2383,Muong Thanh Xa La,3.5,16.0,4.0,Phúc La ,city centre,13.3 km ,D 47,,8
2384,Sakura Hotel,4.0,72.0,2.0,Ba Dinh  ,,,D 67,,15
2385,The Five Residences Hanoi,,,5.0,Ba Dinh  ,,,D 119,,
2386,Roygent Parks Hanoi,4.5,9.0,4.0,Trung Hoà ,city centre,8.5 km ,D 80,,
2387,Flower Hostel,4.5,9.0,1.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
2388,Hanoi Amber hotel,4.0,27.0,3.0,Hoan Kiem (Old Quarter) ,,,D 159,,
2389,Mely Hotel,,,3.0,Nhân Chính ,city centre,7.4 km ,D 21,,4
2390,Aira Boutique Hanoi Hotel & Spa,,,4.0,Ba Dinh  ,,,D 119,,
2391,Duc Trong Hotel,,,4.0,Đồng Tâm,,,D 25,,3
2392,Hanoi All Nations Homestay,,,4.0,Hoan Kiem (Old Quarter) ,,,D 19,,
2393,Paradise Home West Lake 19 To Ngoc Van,,,4.0,Tay Ho (Westlake) ,,,D 24,,
